metric_month,marketing_year,geography,factor_key,factor_name,factor_group,value,unit,method,source_name,source_url,monthly_source_status
2023-11-01,2023/24,India,buffer_stock,Buffer stock,stock,2.762364,million_tonnes,annual_opening_to_closing_stock_interpolation,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2023-11-01,2023/24,India,domestic_production,Domestic production,production,6.032,million_tonnes,annual_production_to_monthly_harvest_release_proxy,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2023-11-01,2023/24,Global,global_exporter_harvest_calendar,Global exporter harvest calendar,calendar,76.0,index,recurring_monthly_harvest_calendar,Curated global maize exporter harvest calendar,https://www.fao.org/,curated
2023-11-01,2023/24,India,imports,Imports,trade,0.0,million_tonnes,annual_imports_to_monthly_uniform_proxy,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2023-11-01,2023/24,Argentina,major_producer_crop_conditions,Major producer crop conditions,crop_condition,66.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2023-11-01,2023/24,Brazil,major_producer_crop_conditions,Major producer crop conditions,crop_condition,69.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2023-11-01,2023/24,Ukraine,major_producer_crop_conditions,Major producer crop conditions,crop_condition,45.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2023-11-01,2023/24,United States,major_producer_crop_conditions,Major producer crop conditions,crop_condition,40.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2023-11-01,2023/24,India,opening_stock,Opening stocks,stock,2.762364,million_tonnes,annual_opening_to_closing_stock_interpolation,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2023-11-01,2023/24,India,total_availability,Total availability,derived,8.794364,million_tonnes,opening_stock_plus_domestic_production_plus_imports,Derived inside Maize supply store,D:\ncel2\ncel-commodity-pricing\SnD\supply\maize\maize_supply_factors.db,derived
2023-11-01,2023/24,Argentina,usda_global_production,USDA global production by country,global_production,51.6,million_tonnes,usda_marketing_year_hold_constant_monthly,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2023-11-01,2023/24,Brazil,usda_global_production,USDA global production by country,global_production,119.0,million_tonnes,usda_marketing_year_hold_constant_monthly,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2023-11-01,2023/24,Ukraine,usda_global_production,USDA global production by country,global_production,32.5,million_tonnes,usda_marketing_year_hold_constant_monthly,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2023-11-01,2023/24,United States,usda_global_production,USDA global production by country,global_production,389.67,million_tonnes,usda_marketing_year_hold_constant_monthly,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2023-11-01,2023/24,India,yield_per_hectare,Yield per hectare,yield,3351.0,kg_per_hectare,annual_hold_constant_monthly,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2023-12-01,2023/24,India,acreage_sown_area,Acreage (sown area),area,11.2,million_hectare,annual_hold_constant_monthly,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2023-12-01,2023/24,Global,brazil_safrinha_harvest_calendar,Brazil safrinha harvest calendar,calendar,5.0,index,recurring_monthly_harvest_calendar,Curated Brazil safrinha harvest calendar,https://www.fao.org/,curated
2023-12-01,2023/24,India,buffer_stock,Buffer stock,stock,2.777273,million_tonnes,annual_opening_to_closing_stock_interpolation,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2023-12-01,2023/24,India,domestic_production,Domestic production,production,3.393,million_tonnes,annual_production_to_monthly_harvest_release_proxy,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2023-12-01,2023/24,Global,global_exporter_harvest_calendar,Global exporter harvest calendar,calendar,58.0,index,recurring_monthly_harvest_calendar,Curated global maize exporter harvest calendar,https://www.fao.org/,curated
2023-12-01,2023/24,India,imports,Imports,trade,0.0,million_tonnes,annual_imports_to_monthly_uniform_proxy,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2023-12-01,2023/24,Argentina,major_producer_crop_conditions,Major producer crop conditions,crop_condition,68.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2023-12-01,2023/24,Brazil,major_producer_crop_conditions,Major producer crop conditions,crop_condition,71.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2023-12-01,2023/24,Ukraine,major_producer_crop_conditions,Major producer crop conditions,crop_condition,42.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2023-12-01,2023/24,United States,major_producer_crop_conditions,Major producer crop conditions,crop_condition,36.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2023-12-01,2023/24,India,opening_stock,Opening stocks,stock,2.777273,million_tonnes,annual_opening_to_closing_stock_interpolation,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2023-12-01,2023/24,India,total_availability,Total availability,derived,6.170273,million_tonnes,opening_stock_plus_domestic_production_plus_imports,Derived inside Maize supply store,D:\ncel2\ncel-commodity-pricing\SnD\supply\maize\maize_supply_factors.db,derived
2023-12-01,2023/24,Argentina,usda_global_production,USDA global production by country,global_production,51.6,million_tonnes,usda_marketing_year_hold_constant_monthly,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2023-12-01,2023/24,Brazil,usda_global_production,USDA global production by country,global_production,119.0,million_tonnes,usda_marketing_year_hold_constant_monthly,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2023-12-01,2023/24,Ukraine,usda_global_production,USDA global production by country,global_production,32.5,million_tonnes,usda_marketing_year_hold_constant_monthly,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2023-12-01,2023/24,United States,usda_global_production,USDA global production by country,global_production,389.67,million_tonnes,usda_marketing_year_hold_constant_monthly,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2023-12-01,2023/24,India,yield_per_hectare,Yield per hectare,yield,3351.0,kg_per_hectare,annual_hold_constant_monthly,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2024-01-01,2023/24,India,acreage_sown_area,Acreage (sown area),area,11.2,million_hectare,annual_hold_constant_monthly,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2024-01-01,2023/24,Global,brazil_safrinha_harvest_calendar,Brazil safrinha harvest calendar,calendar,12.0,index,recurring_monthly_harvest_calendar,Curated Brazil safrinha harvest calendar,https://www.fao.org/,curated
2024-01-01,2023/24,India,buffer_stock,Buffer stock,stock,2.792182,million_tonnes,annual_opening_to_closing_stock_interpolation,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2024-01-01,2023/24,India,domestic_production,Domestic production,production,1.885,million_tonnes,annual_production_to_monthly_harvest_release_proxy,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2024-01-01,2023/24,Global,global_exporter_harvest_calendar,Global exporter harvest calendar,calendar,34.0,index,recurring_monthly_harvest_calendar,Curated global maize exporter harvest calendar,https://www.fao.org/,curated
2024-01-01,2023/24,India,imports,Imports,trade,0.0,million_tonnes,annual_imports_to_monthly_uniform_proxy,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2024-01-01,2023/24,Argentina,major_producer_crop_conditions,Major producer crop conditions,crop_condition,69.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2024-01-01,2023/24,Brazil,major_producer_crop_conditions,Major producer crop conditions,crop_condition,72.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2024-01-01,2023/24,Ukraine,major_producer_crop_conditions,Major producer crop conditions,crop_condition,41.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2024-01-01,2023/24,United States,major_producer_crop_conditions,Major producer crop conditions,crop_condition,38.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2024-01-01,2023/24,India,opening_stock,Opening stocks,stock,2.792182,million_tonnes,annual_opening_to_closing_stock_interpolation,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2024-01-01,2023/24,India,total_availability,Total availability,derived,4.677182,million_tonnes,opening_stock_plus_domestic_production_plus_imports,Derived inside Maize supply store,D:\ncel2\ncel-commodity-pricing\SnD\supply\maize\maize_supply_factors.db,derived
2024-01-01,2023/24,Argentina,usda_global_production,USDA global production by country,global_production,51.6,million_tonnes,usda_marketing_year_hold_constant_monthly,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2024-01-01,2023/24,Brazil,usda_global_production,USDA global production by country,global_production,119.0,million_tonnes,usda_marketing_year_hold_constant_monthly,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2024-01-01,2023/24,Ukraine,usda_global_production,USDA global production by country,global_production,32.5,million_tonnes,usda_marketing_year_hold_constant_monthly,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2024-01-01,2023/24,United States,usda_global_production,USDA global production by country,global_production,389.67,million_tonnes,usda_marketing_year_hold_constant_monthly,USDA WASDE March 2026 local text snapshot,D:\ncel2\ncel-commodity-pricing\backend\data\tmp_wasde0326.txt,partial
2024-01-01,2023/24,India,yield_per_hectare,Yield per hectare,yield,3351.0,kg_per_hectare,annual_hold_constant_monthly,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2024-02-01,2023/24,India,acreage_sown_area,Acreage (sown area),area,11.2,million_hectare,annual_hold_constant_monthly,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2024-02-01,2023/24,Global,brazil_safrinha_harvest_calendar,Brazil safrinha harvest calendar,calendar,18.0,index,recurring_monthly_harvest_calendar,Curated Brazil safrinha harvest calendar,https://www.fao.org/,curated
2024-02-01,2023/24,India,buffer_stock,Buffer stock,stock,2.807091,million_tonnes,annual_opening_to_closing_stock_interpolation,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2024-02-01,2023/24,India,domestic_production,Domestic production,production,1.131,million_tonnes,annual_production_to_monthly_harvest_release_proxy,Economic Survey Statistical Appendix,https://www.indiabudget.gov.in/economicsurvey/doc/Statistical-Appendix-in-English.pdf,annual_only
2024-02-01,2023/24,Global,global_exporter_harvest_calendar,Global exporter harvest calendar,calendar,28.0,index,recurring_monthly_harvest_calendar,Curated global maize exporter harvest calendar,https://www.fao.org/,curated
2024-02-01,2023/24,India,imports,Imports,trade,0.0,million_tonnes,annual_imports_to_monthly_uniform_proxy,Local supply-demand analytics store,D:\ncel2\ncel-commodity-pricing\backend\data\supply_demand_analytics.db,mixed
2024-02-01,2023/24,Argentina,major_producer_crop_conditions,Major producer crop conditions,crop_condition,67.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
2024-02-01,2023/24,Brazil,major_producer_crop_conditions,Major producer crop conditions,crop_condition,70.0,index,recurring_monthly_crop_condition_profile,Curated global maize crop-condition profile,https://www.usda.gov/,curated
